Date : 2024-09-25 13:34:45
Directory : c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app
Total : 575 files,  67395 codes, 18525 comments, 9686 blanks, all 95606 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7003_p_shop_get_many_access_level.sql                                                         | SQL              |         22 |         13 |         11 |         46 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7101_p_shop_get_many_region.sql                                                               | SQL              |         22 |         13 |         11 |         46 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7116_p_shop_get_many_currency.sql                                                             | SQL              |         24 |         13 |         11 |         48 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7122_p_shop_get_many_unit_measurement.sql                                                     | SQL              |         26 |          9 |          7 |         42 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7200_p_shop_save_product_category.sql                                                         | SQL              |        224 |         13 |         32 |        269 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7200_p_shop_save_product_category_test.sql                                                    | SQL              |        216 |         17 |         42 |        275 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7203_p_shop_save_product.sql                                                                  | SQL              |        191 |         22 |         33 |        246 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7204_p_shop_get_many_product.sql                                                              | SQL              |        388 |        144 |         47 |        579 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7205_p_shop_get_many_stripe_product_new.sql                                                   | SQL              |        209 |         57 |         42 |        308 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7206_p_shop_save_product_permutation.sql                                                      | SQL              |        428 |         99 |         35 |        562 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7210_p_shop_get_many_product_variation.sql                                                    | SQL              |        216 |         80 |         37 |        333 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7219_p_shop_get_many_stock_item.sql                                                           | SQL              |        594 |        230 |         47 |        871 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7221_p_get_many_shop_product_price_and_discount_and_delivery_option.sql                       | SQL              |        566 |        195 |         51 |        812 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7223_p_shop_get_many_stripe_price_new.sql                                                     | SQL              |        161 |         42 |         41 |        244 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7312_p_shop_save_user.sql                                                                     | SQL              |        109 |         42 |         30 |        181 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7313_p_get_many_user.sql                                                                      | SQL              |        190 |         50 |         31 |        271 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7321_p_shop_save_user_basket.sql                                                              | SQL              |        608 |        175 |         48 |        831 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7400_p_shop_save_supplier.sql                                                                 | SQL              |        171 |         79 |         34 |        284 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7401_p_shop_get_many_supplier.sql                                                             | SQL              |        157 |         74 |         35 |        266 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7403_p_save_supplier_purchase_order.sql                                                       | SQL              |        377 |        137 |         43 |        557 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7404_p_shop_get_many_supplier_purchase_order.sql                                              | SQL              |        546 |        162 |         58 |        766 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7415_p_shop_save_manufacturing_purchase_order.sql                                             | SQL              |        400 |        164 |         42 |        606 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7416_p_shop_get_many_manufacturing_purchase_order.sql                                         | SQL              |        426 |        181 |         52 |        659 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7421_p_shop_save_customer.sql                                                                 | SQL              |        167 |        101 |         33 |        301 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7422_p_shop_get_many_customer.sql                                                             | SQL              |        169 |         63 |         40 |        272 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7424_p_shop_save_customer_sales_order.sql                                                     | SQL              |        383 |        132 |         43 |        558 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\7425_p_shop_get_many_customer_sales_order.sql                                                 | SQL              |        534 |        181 |         62 |        777 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\9000_populate.sql                                                                             | SQL              |        574 |        145 |         55 |        774 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\9001_view.sql                                                                                 | SQL              |        137 |         14 |         57 |        208 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\9010_anal.sql                                                                                 | SQL              |         17 |          1 |          9 |         27 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\000_combine.sql                                                                          | SQL              |      9,567 |      4,004 |      1,543 |     15,114 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\001_destroy.sql                                                                          | SQL              |        214 |          3 |         76 |        293 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\100.0_tbl_Shop_Product_Change_Set.sql                                                    | SQL              |          7 |          1 |          5 |         13 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\100.1_tbl_Shop_User_Change_Set.sql                                                       | SQL              |          7 |          1 |          5 |         13 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\100.2_tbl_Shop_Access_Level.sql                                                          | SQL              |         15 |          1 |          5 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\100.2_tbl_Shop_Sales_And_Purchasing_Change_Set.sql                                       | SQL              |          7 |          1 |          5 |         13 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\100.3_tbl_Shop_Access_Level_Audit.sql                                                    | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\100_tbl_Msg_Error_Type.sql                                                               | SQL              |          7 |          1 |          6 |         14 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\102_tbl_File_Type.sql                                                                    | SQL              |         11 |          1 |          6 |         18 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\103_tbl_File_Type_Audit.sql                                                              | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\104_tbl_Shop_General.sql                                                                 | SQL              |         11 |          1 |          5 |         17 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\105_tbl_Shop_General_Audit.sql                                                           | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\106_tbl_Shop_Category.sql                                                                | SQL              |         15 |          1 |          6 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\107_tbl_Shop_Category_Audit.sql                                                          | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\108_tbl_Shop_Recurrence_Interval.sql                                                     | SQL              |         14 |          1 |          6 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\109_tbl_Shop_Recurrence_Interval_Audit.sql                                               | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.0_tbl_Shop_Region.sql                                                                | SQL              |         14 |          1 |          5 |         20 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.1_tbl_Shop_Region_Audit.sql                                                          | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.2_tbl_Shop_Region_Branch.sql                                                         | SQL              |         22 |          2 |          5 |         29 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.3_tbl_Shop_Region_Branch_Audit.sql                                                   | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.4_tbl_Shop_Currency.sql                                                              | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.5_tbl_Shop_Currency_Audit.sql                                                        | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.6_tbl_Shop_Tax_Or_Surcharge.sql                                                      | SQL              |         32 |          1 |          6 |         39 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.7_tbl_Shop_Tax_Or_Surcharge_Audit.sql                                                | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.8_tbl_Shop_Product.sql                                                               | SQL              |         19 |         24 |          6 |         49 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\110.9_tbl_Shop_Product_Audit.sql                                                         | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\112_tbl_Shop_Variation_Type.sql                                                          | SQL              |         15 |          1 |          5 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\113.0_tbl_Shop_Variation_Type_Audit.sql                                                  | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\114_tbl_Shop_Variation.sql                                                               | SQL              |         19 |          1 |          6 |         26 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\115_tbl_Shop_Variation_Audit.sql                                                         | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\117.1_tbl_Shop_Product_Permutation.sql                                                   | SQL              |         33 |          9 |          6 |         48 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\117.2_tbl_Shop_Product_Permutation_Audit.sql                                             | SQL              |         17 |          1 |          6 |         24 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\117.3_tbl_Shop_Product_Permutation_Variation_Link.sql                                    | SQL              |         22 |          1 |          6 |         29 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\117.4_tbl_Shop_Product_Permutation_Variation_Link_Audit.sql                              | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\117.5_tbl_Shop_Product_Currency_Region_Link.sql                                          | SQL              |         34 |          1 |          5 |         40 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\117.6_tbl_Shop_Product_Currency_Region_Link_Audit.sql                                    | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\118_tbl_Shop_Image_Type.sql                                                              | SQL              |         15 |          1 |          6 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\119_tbl_Shop_Image_Type_Audit.sql                                                        | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\120_tbl_Shop_Image.sql                                                                   | SQL              |         29 |          1 |          5 |         35 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\121_tbl_Shop_Image_Audit.sql                                                             | SQL              |         15 |          1 |          5 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\122_tbl_Shop_Delivery_Option.sql                                                         | SQL              |         19 |          1 |          6 |         26 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\123_tbl_Shop_Delivery_Option_Audit.sql                                                   | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\124_tbl_Shop_Product_Delivery_Option_Link.sql                                            | SQL              |         38 |          1 |          5 |         44 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\125_tbl_Shop_Product_Delivery_Option_Link_Audit.sql                                      | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\130.4_tbl_Shop_Discount.sql                                                              | SQL              |         30 |         13 |          6 |         49 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\131_tbl_Shop_Discount_Audit.sql                                                          | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\132_tbl_Shop_Discount_Region_Currency_Link.sql                                           | SQL              |         26 |          1 |          5 |         32 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\133_tbl_Shop_Discount_Region_Currency_Link_Audit.sql                                     | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\153_tbl_Shop_Permission_Group.sql                                                        | SQL              |         15 |          1 |          5 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\154_tbl_Shop_Permission_Group_Audit.sql                                                  | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\155_tbl_Shop_Permission.sql                                                              | SQL              |         23 |          1 |          5 |         29 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\156_tbl_Shop_Permission_Audit.sql                                                        | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\157_tbl_Shop_Role.sql                                                                    | SQL              |         14 |          1 |          5 |         20 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\158_tbl_Shop_Role_Audit.sql                                                              | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\159_tbl_Shop_Role_Permission_Link.sql                                                    | SQL              |         25 |          1 |          5 |         31 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\160_tbl_Shop_Role_Permission_Link_Audit.sql                                              | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\161_tbl_Shop_User.sql                                                                    | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\162_tbl_Shop_User_Audit.sql                                                              | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\163_tbl_Shop_User_Role_Link.sql                                                          | SQL              |         20 |          1 |          5 |         26 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\164_tbl_Shop_User_Role_Link_Audit.sql                                                    | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\165_tbl_Shop_Address.sql                                                                 | SQL              |         19 |          9 |          5 |         33 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\166_tbl_Shop_Address_Audit.sql                                                           | SQL              |         17 |          1 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\167_tbl_Shop_User_Basket.sql                                                             | SQL              |         27 |          7 |          6 |         40 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\168_tbl_Shop_User_Basket_Audit.sql                                                       | SQL              |         16 |          7 |          5 |         28 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\169_tbl_Shop_User_Order_Status.sql                                                       | SQL              |         15 |          1 |          6 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\170_tbl_Shop_User_Order_Status_Audit.sql                                                 | SQL              |         16 |          1 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.0_tbl_Shop_Supplier.sql                                                              | SQL              |         26 |          1 |          6 |         33 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.1_tbl_Shop_Supplier_Audit.sql                                                        | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.2_tbl_Shop_Unit_Measurement.sql                                                      | SQL              |         15 |          1 |          7 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.3_tbl_Shop_Unit_Measurement_Audit.sql                                                | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.4_tbl_Shop_Unit_Measurement_Conversion.sql                                           | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.5_tbl_Shop_Unit_Measurement_Conversion_Audit.sql                                     | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.6_tbl_Shop_Supplier_Purchase_Order.sql                                               | SQL              |         19 |         17 |          6 |         42 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.7_tbl_Shop_Supplier_Purchase_Order_Audit.sql                                         | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.8_tbl_Shop_Supplier_Purchase_Order_Product_Link.sql                                  | SQL              |         31 |          1 |          6 |         38 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\181.9_tbl_Shop_Supplier_Purchase_Order_Product_Link_Audit.sql                            | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\182.0_tbl_Shop_Supplier_Purchase_Order_Product_Link_Temp.sql                             | SQL              |         21 |          7 |          7 |         35 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\183_tbl_Shop_Manufacturing_Purchase_Order.sql                                            | SQL              |         16 |         11 |          7 |         34 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\184_tbl_Shop_Manufacturing_Purchase_Order_Audit.sql                                      | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\185_tbl_Shop_Manufacturing_Purchase_Order_Product_Link.sql                               | SQL              |         32 |          1 |          6 |         39 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\186.1_tbl_Shop_Manufacturing_Purchase_Order_Product_Link_Temp.sql                        | SQL              |         21 |          8 |          7 |         36 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\186_tbl_Shop_Manufacturing_Purchase_Order_Product_Link_Audit.sql                         | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\187.0_tbl_Shop_Customer.sql                                                              | SQL              |         24 |          1 |          5 |         30 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\187.1_tbl_Shop_Customer_Audit.sql                                                        | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\187.2_tbl_Shop_Customer_Sales_Order.sql                                                  | SQL              |         19 |         11 |          6 |         36 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\188_tbl_Shop_Customer_Sales_Order_Audit.sql                                              | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\189_tbl_Shop_Customer_Sales_Order_Product_Link.sql                                       | SQL              |         31 |          1 |          7 |         39 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\190_tbl_Shop_Customer_Sales_Order_Product_Link_Audit.sql                                 | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\191_tbl_Shop_Customer_Sales_Order_Product_Link_Temp.sql                                  | SQL              |         21 |          7 |          7 |         35 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\300.2_tri_Shop_Sales_And_Purchasing_Change_Set.sql                                       | SQL              |         20 |          1 |          6 |         27 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\301.1_tri_Shop_User_Change_Set.sql                                                       | SQL              |         16 |          1 |          4 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\301.2_tri_Shop_Access_Level.sql                                                          | SQL              |         52 |          6 |          9 |         67 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\301_tri_Shop_Product_Change_Set.sql                                                      | SQL              |         16 |          1 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\302_tri_File_Type.sql                                                                    | SQL              |         37 |          4 |          8 |         49 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\303_tri_File_Type_Audit.sql                                                              | SQL              |         24 |          1 |          8 |         33 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\304_tri_Shop_General.sql                                                                 | SQL              |         36 |          2 |          9 |         47 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\306_tri_Shop_Category.sql                                                                | SQL              |         48 |          6 |         10 |         64 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\308_tri_Shop_Recurrence_Interval.sql                                                     | SQL              |         45 |          5 |         10 |         60 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\310.0_tri_Shop_Region.sql                                                                | SQL              |         45 |          5 |         10 |         60 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\310.2_tri_Shop_Region_Branch.sql                                                         | SQL              |         39 |          9 |         10 |         58 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\310.4_tri_Shop_Currency.sql                                                              | SQL              |         55 |          7 |         10 |         72 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\310.6_tri_Shop_Tax_Or_Surcharge.sql                                                      | SQL              |         60 |         10 |         11 |         81 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\310.8_tri_Shop_Product.sql                                                               | SQL              |         51 |        113 |         10 |        174 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\PostgreSQL\312_tri_Shop_Variation_Type.sql                                                          | SQL              |         48 |          6 |         10 |         64 |
